date,PG,ULVR,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2019-05-31,102.91,48.37,2.1275584039694024,2.153972364593227,2.3198563586272383,0.07873391698252913,-2.1068937046637775,2,1.0247191506020104,0.0,0.0
2019-06-03,103.8,48.55,2.138002059732235,2.1446320577928732,2.315632895423147,0.08157595778782599,-2.096216118908912,2,1.0247191506020104,0.0,0.0
2019-06-04,104.68,48.145,2.1742652404195657,2.149564332134632,2.3124530414833324,0.08331673399689214,-1.955053943362403,-1,1.0245991506020105,0.0028658769583492544,-0.006231176653858137
2019-06-05,106.73,48.58,2.196994648003294,2.1584260716526464,2.3087129826785238,0.08338000893452688,-1.8024333763730855,-1,1.027763636522198,0.0028658769583492544,-0.006231176653858137
2019-06-06,107.38,48.8,2.2004098360655737,2.1674460376380145,2.3050941034813808,0.08328847549856787,-1.6526664105616045,-1,1.0282555976812762,0.0028658769583492544,-0.006231176653858137
2019-06-07,108.77,49.14,2.2134717134717135,2.184628699538476,2.3012427683040415,0.08206420372523338,-1.4210101782747033,-2,1.03012056659107,0.0028658769583492544,-0.006231176653858137
2019-06-10,108.72,48.99,2.219228413962033,2.200873970384436,2.297956436877627,0.08131886752604496,-1.1938492190892516,-2,1.030911949241231,0.0028658769583492544,-0.006231176653858137
2019-06-11,109.38,49.18,2.224074827165514,2.2108358877336256,2.2948848576971423,0.08055465449944946,-1.0433781944169491,-2,1.0316195044695085,0.0028658769583492544,-0.006231176653858137
2019-06-12,109.68,49.725,2.2057315233785824,2.2125832628086832,2.291988509356515,0.08058443843764067,-0.9853670024551788,0,1.0289584413518797,0.0,0.0
2019-06-13,110.91,49.47,2.2419648271679806,2.220894261029165,2.2894642003006047,0.07972072662119001,-0.8601268726170108,0,1.0289584413518797,0.0,0.0
2019-06-14,111.2,49.735,2.2358500050266414,2.2253699193401504,2.2872285223787903,0.0793039992504154,-0.7800187080516733,0,1.0289584413518797,0.0,0.0
2019-06-17,110.99,49.67,2.2345480169116163,2.228433839930067,2.285644607541508,0.07939273203552695,-0.7206045962222357,0,1.0289584413518797,0.0,0.0
2019-06-18,109.6,49.835,2.1992575499147184,2.2234703844799077,2.283164280953972,0.07973312784448784,-0.7486711996360104,0,1.0289584413518797,0.0,0.0
2019-06-19,110.42,49.27,2.241120357215344,2.2305481512472602,2.281266181044683,0.07934853071423226,-0.6391804528817266,0,1.0289584413518797,0.0,0.0
2019-06-20,111.74,49.13,2.2743741095053935,2.2370300077147425,2.279705688240803,0.07853026722052886,-0.5434297123454129,0,1.0289584413518797,0.0,0.0
2019-06-21,111.2,49.085,2.2654578791891615,2.2429515825472466,2.2780153609637273,0.07770934650023205,-0.45121700278840937,0,1.0289584413518797,0.0,0.0
2019-06-24,112.33,49.515,2.268605473088963,2.249763073782716,2.276606424041135,0.07708802850517386,-0.34821684740085207,0,1.0289584413518797,0.0,0.0
2019-06-25,111.72,49.36,2.2633711507293355,2.2625857939456395,2.2748715594505224,0.07617452632518791,-0.1612844358550412,0,1.0289584413518797,0.0,0.0
2019-06-26,109.73,48.915,2.24327915772258,2.2630175540470865,2.2725963230627757,0.07501749476859441,-0.12768713545069363,0,1.0289584413518797,0.0,0.0
2019-06-27,109.78,48.625,2.2576863753213368,2.2596800072102754,2.270862565747299,0.07411971851209247,-0.1508715731995007,0,1.0289584413518797,0.0,0.0
2019-06-28,109.65,48.945,2.2402696904688937,2.2546423694662217,2.2687850291899605,0.07317960571485206,-0.19325957806942032,0,1.0289584413518797,0.0,0.0
2019-07-01,110.49,49.085,2.2509931751044108,2.2511199098693115,2.267119099250466,0.07241115469934295,-0.2209492370006331,0,1.0289584413518797,0.0,0.0
2019-07-02,111.48,50.16,2.222488038277512,2.2429432873789468,2.2649170408849417,0.07171095522818931,-0.30642115191567204,0,1.0289584413518797,0.0,0.0
2019-07-03,114.08,50.83,2.244343891402715,2.243156234114974,2.2626785394602122,0.07018036272680862,-0.27817333206487976,0,1.0289584413518797,0.0,0.0
2019-07-05,113.15,50.45,2.242814667988107,2.2401818926483275,2.260580831378682,0.06882630557742174,-0.2963828809234574,0,1.0289584413518797,0.0,0.0
2019-07-08,114.05,50.61,2.253507212013436,2.242829396957236,2.2584450048333435,0.06696868728095329,-0.2331777508284663,0,1.0289584413518797,0.0,0.0
2019-07-09,112.91,50.38,2.2411671298134177,2.2408641878990374,2.2560565353032973,0.0649218698035019,-0.2340097019731927,0,1.0289584413518797,0.0,0.0
2019-07-10,113.75,50.22,2.2650338510553563,2.2493733504546065,2.253683359799194,0.0618234982513103,-0.06971474385140017,0,1.0289584413518797,0.0,0.0
2019-07-11,114.38,49.985,2.288286485945784,2.25816186936322,2.2512746048824903,0.057381980619131835,0.12002486506074576,0,1.0289584413518797,0.0,0.0
2019-07-12,114.99,50.03,2.298420947431541,2.2692831252519072,2.2490128497062583,0.05252117065704533,0.3859448540858041,0,1.0289584413518797,0.0,0.0
2019-07-15,115.48,50.25,2.2981094527363184,2.2782035733964836,2.247018496059538,0.04808935113721472,0.6484819736486829,0,1.0289584413518797,0.0,0.0
2019-07-16,115.89,50.91,2.2763700648202714,2.2852441603978546,2.2457107450026492,0.04613484868367269,0.856910047896102,0,1.0289584413518797,0.0,0.0
2019-07-17,115.94,50.79,2.28273282142154,2.288783954471091,2.2445238431902514,0.04417762101802044,1.001867240945037,-2,1.0289584413518797,0.0,0.0
2019-07-18,115.44,50.65,2.2791707798617966,2.286960813254294,2.2445346869444354,0.044186186142853585,0.9601671928121404,0,1.0289584413518797,0.0,0.0
2019-07-19,115.01,50.11,2.295150668529236,2.2863067574738323,2.2446630713125626,0.04432396025039991,0.9395299049545995,0,1.0289584413518797,0.0,0.0
2019-07-22,115.3,50.3,2.292246520874752,2.285134171101519,2.2450606055740114,0.044646201898188846,0.8975806188148151,0,1.0289584413518797,0.0,0.0
2019-07-23,113.85,50.42,2.258032526775089,2.2814666634924827,2.244230706585266,0.043916544669021916,0.8478799319902466,0,1.0289584413518797,0.0,0.0
2019-07-24,112.6,49.98,2.2529011604641855,2.2755003313010116,2.243897642050703,0.043771084275383086,0.7219992324494947,0,1.0289584413518797,0.0,0.0
2019-07-25,112.77,48.96,2.3033088235294117,2.280327940034535,2.244182705015771,0.04410570079870417,0.8195139032872102,0,1.0289584413518797,0.0,0.0
2019-07-26,114.73,48.99,2.341906511532966,2.289679108635281,2.2454427019502474,0.045795913074275336,0.965946603429161,0,1.0289584413518797,0.0,0.0
2019-07-29,116.0,50.13,2.3139836425294233,2.294026532966215,2.245675217937424,0.04611210074186919,1.0485602314988114,-2,1.0289584413518797,0.0,0.0
2019-07-30,120.41,50.39,2.3895614209168485,2.3203323117945667,2.247091508836404,0.049156593459935616,1.4899487088717143,-2,1.0289584413518797,0.0,0.0
2019-07-31,118.04,49.555,2.3819997982040158,2.3461520393425332,2.248526605770045,0.051791771006779175,1.8849603262207417,1,1.0288384413518799,-0.002541511352084039,0.006053879527797397
2019-08-01,116.73,50.07,2.3313361294188137,2.3517575005204137,2.249389610496152,0.05274029462238621,1.940980625102733,1,1.0352855691799256,-0.002541511352084039,0.006053879527797397
2019-08-02,116.44,49.395,2.3573236157505817,2.3548409213639365,2.250847992498419,0.05449544989586016,1.908286454451635,1,1.0319362387907667,-0.002541511352084039,0.006053879527797397
2019-08-05,113.08,48.68,2.3229252259654887,2.3566292380511498,2.2518853965934342,0.055272722454170996,1.8950367705256999,1,1.036147193071394,-0.002541511352084039,0.006053879527797397
2019-08-06,114.28,48.26,2.3680066307501035,2.3523182800178004,2.253021913802251,0.05695057231216383,1.7435534391344647,1,1.0305547500472183,-0.002541511352084039,0.006053879527797397
2019-08-07,115.52,48.63,2.375488381657413,2.35101599670848,2.2545770388354662,0.05899746894038389,1.6346287324709476,1,1.0296432113959193,-0.002541511352084039,0.006053879527797397
2019-08-08,117.44,48.67,2.412985411958085,2.3673458532163343,2.256866514840895,0.06239532469324828,1.7706348819977256,1,1.0250056647810297,-0.002541511352084039,0.006053879527797397
2019-08-09,116.78,48.745,2.3957328956816086,2.37502770920254,2.2588778413538546,0.06488683792330957,1.7900374184663483,1,1.02713710323799,-0.002541511352084039,0.006053879527797397
2019-08-12,116.03,49.275,2.354743784880771,2.3813914209855964,2.2603888416079756,0.06605518911581476,1.8318406320125227,1,1.0322517929017856,-0.002541511352084039,0.006053879527797397
2019-08-13,117.25,49.07,2.3894436519258204,2.3856788252207393,2.262876650345118,0.06806143670764118,1.8042841999224841,1,1.0279101037490448,-0.002541511352084039,0.006053879527797397
2019-08-14,115.79,49.67,2.3311858264546004,2.376818314180177,2.264365082526672,0.06856909725994016,1.639998718769822,1,1.035253038039766,-0.002541511352084039,0.006053879527797397
2019-08-15,117.39,49.765,2.3588867678087007,2.3659985853503,2.2663649107518142,0.06955638069321943,1.432416028630403,-2,1.0317617384315723,-0.002541511352084039,0.006053879527797397
2019-08-16,119.18,50.11,2.378367591299142,2.362525524473807,2.2693836856846947,0.07043052040640976,1.3224641568974607,-2,1.029301021548432,-0.002541511352084039,0.006053879527797397
2019-08-19,120.24,50.91,2.3618149675898645,2.3639397610156254,2.2719765858299286,0.07092848918839159,1.296561878562442,-2,1.0314501231374607,-0.002541511352084039,0.006053879527797397
2019-08-20,118.9,50.7,2.3451676528599603,2.3550845612024536,2.2746509868153613,0.0706065004017646,1.1391808676171424,-2,1.033584433648416,-0.002541511352084039,0.006053879527797397
2019-08-21,119.2,51.17,2.3294899355090872,2.354745383013351,2.277649087928667,0.0690078118852859,1.117211124051349,-2,1.0356673036208555,-0.002541511352084039,0.006053879527797397
2019-08-22,119.42,50.25,2.3765174129353235,2.3582715120386757,2.2813796123040353,0.068183048640829,1.127727510978387,-2,1.0295386019578232,-0.002541511352084039,0.006053879527797397
2019-08-23,117.32,50.1,2.341716566866267,2.350941307152101,2.284486388316161,0.06656902092288952,0.998285958162406,0,1.0338473999727964,0.0,0.0
2019-08-26,119.32,50.1,2.381636726546906,2.354905658943509,2.288721027025786,0.06446527173056407,1.0266711074195942,-2,1.0338473999727964,0.0,0.0
2019-08-27,120.55,50.95,2.3660451422963686,2.359081156830791,2.2925217450685214,0.06210796893932816,1.0716726516574673,-2,1.0338473999727964,0.0,0.0
2019-08-28,121.4,51.36,2.3637071651090342,2.3659246027507796,2.295679110480012,0.06079574225368199,1.1554344048906369,-2,1.0338473999727964,0.0,0.0
2019-08-29,121.18,51.5,2.353009708737864,2.3612230619112884,2.2982793614922556,0.059832210351478364,1.052003595542873,-2,1.0338473999727964,0.0,0.0
2019-08-30,120.23,51.96,2.3138953040800616,2.355658809354047,2.3001707859591636,0.05846402266175905,0.9490969124021245,0,1.0338473999727964,0.0,0.0
2019-09-03,121.36,53.24,2.279489105935387,2.335229285231743,2.3012710758335575,0.057416533267031396,0.5914360806190372,0,1.0338473999727964,0.0,0.0
2019-09-04,123.21,53.07,2.3216506500847935,2.3263503867894277,2.3029781131022706,0.05645041762577331,0.4140319003855542,0,1.0338473999727964,0.0,0.0
2019-09-05,122.76,51.79,2.3703417648194636,2.327677306731514,2.305415895396503,0.056142659608575216,0.3965150830084758,0,1.0338473999727964,0.0,0.0
2019-09-06,122.87,51.9,2.367437379576108,2.3305628408991628,2.308110992999795,0.05514876227651881,0.40711426644161247,0,1.0338473999727964,0.0,0.0
2019-09-09,122.17,50.63,2.4129962472842186,2.3503830295399943,2.310961516668399,0.05608405390734276,0.7029005595195413,0,1.0338473999727964,0.0,0.0
2019-09-10,119.88,49.535,2.4201069950540024,2.3785066073637173,2.3140324665021885,0.05693960483932158,1.132325049382921,-2,1.0338473999727964,0.0,0.0
2019-09-11,121.27,49.625,2.443727959697733,2.402922069286305,2.317518798881957,0.05837617196979892,1.4629816845224337,-2,1.0338473999727964,0.0,0.0
2019-09-12,122.77,50.03,2.4539276434139516,2.419639245005203,2.3217633004402782,0.058887938972246326,1.662071151973127,1,1.0337273999727965,-0.002443593711818848,0.005996402158704776
2019-09-13,122.12,49.105,2.486915792689136,2.443534927627808,2.3258598910315076,0.06166677953065075,1.908240344184204,1,1.0297690638886767,-0.002443593711818848,0.005996402158704776
2019-09-16,119.75,48.495,2.4693267347149193,2.454801025113948,2.329109101451666,0.0639998963980995,1.9639394864085196,1,1.0319025756688776,-0.002443593711818848,0.005996402158704776
2019-09-17,121.16,49.375,2.453873417721519,2.4615543096474513,2.3322493604272054,0.06543028383640498,1.9762247943711564,1,1.0337339424348733,-0.002443593711818848,0.005996402158704776
2019-09-18,121.41,49.29,2.463177115033475,2.4654441407146,2.335492221126281,0.06702475691504492,1.9388644669466741,1,1.0326133498234287,-0.002443593711818848,0.005996402158704776
2019-09-19,121.9,49.2,2.477642276422764,2.4701870673163624,2.3390634065545046,0.06880169881568736,1.9058201035576827,1,1.0308763127103542,-0.002443593711818848,0.005996402158704776
2019-09-20,122.24,47.95,2.549322210636079,2.4826683509057514,2.3441641241030626,0.0728080661198278,1.9023198140538167,1,1.022549988149955,-0.002443593711818848,0.005996402158704776
2019-09-23,123.22,48.675,2.5314843348741656,2.4950998709376,2.348727423428944,0.07581432418199137,1.9306700823091236,1,1.0245026578774334,-0.002443593711818848,0.005996402158704776
2019-09-24,123.61,49.045,2.520338464675298,2.508392880328356,2.353395236332384,0.07762369618107241,1.996782575702272,1,1.025768325128545,-0.002443593711818848,0.005996402158704776
2019-09-25,123.02,48.615,2.53049470328088,2.5218563979778374,2.358053595135325,0.07973227181577268,2.054410329872338,2,1.0245131672924002,0.0,0.0
2019-09-26,124.31,49.03,2.535386498062411,2.5334052423057667,2.3632685694650726,0.08093877742625157,2.1020415461021313,2,1.0245131672924002,0.0,0.0
2019-09-27,124.57,49.175,2.5331977630910014,2.530180352796751,2.3680828006598778,0.08232390536296458,1.9690216519999648,1,1.0243931672924003,-0.0024082844986754435,0.006100660904931368
2019-09-30,124.38,48.9,2.543558282208589,2.5325951422636357,2.3730951942302188,0.0837114082561902,1.9053549731869721,1,1.0231730595982924,-0.0024082844986754435,0.006100660904931368
2019-10-01,123.85,48.92,2.5316843826655764,2.534864325861691,2.3777314804077547,0.08467364353785121,1.855746828512159,1,1.024571463600689,-0.0024082844986754435,0.006100660904931368
2019-10-02,121.08,47.855,2.530143140737645,2.534794013353044,2.3825477472564915,0.08499208691564185,1.79129930351826,1,1.0247452077982682,-0.0024082844986754435,0.006100660904931368
2019-10-03,121.74,47.84,2.5447324414715715,2.5366632020348767,2.3872093904300953,0.0861006643481979,1.7358032337634284,1,1.0230642301155686,-0.0024082844986754435,0.006100660904931368
2019-10-04,124.0,48.015,2.5825262938665,2.5465289081899765,2.392113387228774,0.08871074116944806,1.7406631815447282,1,1.018689122806925,-0.0024082844986754435,0.006100660904931368
2019-10-07,122.84,48.43,2.5364443526739624,2.545106122283051,2.396080443982815,0.08976570655114229,1.6601627060700672,1,1.024014507100935,-0.0024082844986754435,0.006100660904931368
2019-10-08,120.93,48.365,2.500361831903236,2.5388416121305832,2.3994513169689298,0.08982181683042535,1.551853436952945,1,1.0282177875345844,-0.0024082844986754435,0.006100660904931368
2019-10-09,121.98,48.4,2.520247933884298,2.5368625707599137,2.403515948119997,0.08967560392206557,1.4869888443216346,-2,1.0259026119426478,-0.0024082844986754435,0.006100660904931368
2019-10-10,121.94,47.795,2.5513128988387903,2.5381786622333573,2.4079922827436175,0.09024582651840315,1.4425750698088164,-2,1.0223080434751115,-0.0024082844986754435,0.006100660904931368
2019-10-11,121.09,46.47,2.605767161609641,2.542826835781985,2.413435555772749,0.09217305140056122,1.4037864434685348,-2,1.0162717095999514,-0.0024082844986754435,0.006100660904931368
2019-10-14,120.05,46.45,2.5844994617868675,2.5524378576045663,2.4182580356603753,0.09344014485124982,1.4359975806736587,-2,1.0186543122604752,-0.0024082844986754435,0.006100660904931368
2019-10-15,117.2,45.685,2.565393455182226,2.5654441822603644,2.4228104845655007,0.0938497737440539,1.5198086474225583,1,1.0208509174894278,-0.0024082844986754435,0.006100660904931368
2019-10-16,117.53,46.085,2.5502875122057067,2.571452097924646,2.4276814009893437,0.09273016161090632,1.550419997525303,1,1.0224964479668375,-0.0024082844986754435,0.006100660904931368
2019-10-17,116.63,46.525,2.506824288017195,2.5625543757603273,2.4319134531152273,0.09038288964066417,1.445416529217974,-2,1.0273481948138152,-0.0024082844986754435,0.006100660904931368
2019-10-18,117.47,46.26,2.539342844790316,2.5492695123964624,2.4358473534695757,0.08982547360306499,1.2626948055748022,-2,1.023708560695121,-0.0024082844986754435,0.006100660904931368
2019-10-21,119.08,45.58,2.6125493637560333,2.5548794927902954,2.4403580676732934,0.09180176255376825,1.2474861258783214,-2,1.0156827732369003,-0.0024082844986754435,0.006100660904931368
2019-10-22,122.18,45.855,2.6644858794024646,2.574697977634343,2.446199771621177,0.09472900717576782,1.3564821361923463,-2,1.0098947730398626,-0.0024082844986754435,0.006100660904931368
2019-10-23,123.0,45.655,2.6941189354944695,2.6034642622920954,2.4512757301974712,0.09967333007336394,1.5268731563659677,1,1.0066998475699627,-0.0024082844986754435,0.006100660904931368
2019-10-24,124.79,46.315,2.6943754723091873,2.640974499150494,2.456481991432558,0.10405536429254836,1.7730225536402082,1,1.0064154545145882,-0.0024082844986754435,0.006100660904931368
2019-10-25,123.25,46.315,2.6611249055381627,2.6653309113000634,2.4619784710345467,0.10602431522195581,1.9179792846556947,1,1.0101242126425485,-0.0024082844986754435,0.006100660904931368
2019-10-28,123.48,45.575,2.7093801426220514,2.6846970670732673,2.4678460798157373,0.10980856902748842,1.974809335719925,1,1.0050558181382039,-0.0024082844986754435,0.006100660904931368
2019-10-29,123.6,45.955,2.6895876400826895,2.689717419209312,2.473957120051024,0.11179157096446675,1.9300229641362483,1,1.0070850751422369,-0.0024082844986754435,0.006100660904931368
2019-10-30,124.94,46.52,2.6857265692175405,2.688038945953926,2.4792524523588146,0.11418705481452295,1.828460274540304,1,1.0073048473252981,-0.0024082844986754435,0.006100660904931368
2019-10-31,124.51,46.225,2.6935640886965926,2.6878766692314073,2.4845537141428014,0.11664509537712474,1.7430904782686614,1,1.0065407146927738,-0.0024082844986754435,0.006100660904931368
2019-11-01,123.87,46.12,2.6858196010407633,2.6928156083319275,2.489100950627513,0.1191000086829971,1.7104504017848765,1,1.0074414473769084,-0.0024082844986754435,0.006100660904931368
2019-11-04,119.07,45.95,2.5912948857453753,2.669198556956592,2.492360317128575,0.11917744287479301,1.483823075594952,-2,1.0179641006167122,-0.0024082844986754435,0.006100660904931368
2019-11-05,118.9,46.055,2.5816957985017916,2.6476201886404125,2.496142850688926,0.11833424187419239,1.2800803516578956,-2,1.0190140783765047,-0.0024082844986754435,0.006100660904931368
2019-11-06,120.32,46.895,2.5657319543661368,2.623621265670132,2.4990809890629313,0.11782754851139231,1.0569707863790399,-2,1.020718869548528,-0.0024082844986754435,0.006100660904931368
2019-11-07,119.62,46.545,2.5699860350198733,2.598905654934788,2.503060992539019,0.11608039691719471,0.8256748334875111,0,1.0201550305301645,0.0,0.0
2019-11-08,119.7,46.75,2.560427807486631,2.573827296223962,2.5064200098669844,0.1147460437555007,0.5874475855621478,0,1.0201550305301645,0.0,0.0
2019-11-11,119.33,46.13,2.5868198569260783,2.572932290460102,2.5098942142941,0.11395621569357077,0.5531780410777418,0,1.0201550305301645,0.0,0.0
2019-11-12,119.27,45.97,2.594518164020013,2.5754967635637462,2.5137726009012695,0.11278495836866052,0.5472730012518049,0,1.0201550305301645,0.0,0.0
2019-11-13,120.65,46.255,2.6083666630634528,2.58402370530321,2.518159251071327,0.11122371784986686,0.5921799370237608,0,1.0201550305301645,0.0,0.0
2019-11-14,120.5,46.03,2.617857918748642,2.5935980820489637,2.52296538412532,0.1091438165002672,0.647152538627515,0,1.0201550305301645,0.0,0.0
2019-11-15,120.54,45.68,2.6387915936952715,2.6092708392906916,2.527336620471319,0.10842885883446429,0.7556495540035129,0,1.0201550305301645,0.0,0.0
2019-11-18,121.89,45.67,2.668929275235384,2.625692722952553,2.5327901656108045,0.10715594802001199,0.866984605692614,0,1.0201550305301645,0.0,0.0
2019-11-19,121.42,45.575,2.6641799232035104,2.639625074789252,2.5374992188884145,0.10660769440392479,0.9579595213258598,0,1.0201550305301645,0.0,0.0
