date,WMT,TGT,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2018-10-03,94.07,85.97,1.0942189135745026,1.079998081716397,1.1029575383138233,0.025946936305646907,-0.8848619477448492,0,0.9632542446176533,0.0,0.0
2018-10-04,94.21,84.84,1.1104431871758604,1.0869570196886507,1.102875511687782,0.025914807686514517,-0.6142624013148644,0,0.9632542446176533,0.0,0.0
2018-10-05,93.31,84.52,1.1039990534784667,1.0948331255889694,1.1024258227098085,0.025651610785538306,-0.29599299569599186,0,0.9632542446176533,0.0,0.0
2018-10-08,94.69,85.4,1.108782201405152,1.1031838916301442,1.1020986981372425,0.02543890165233151,0.042658818675933054,0,0.9632542446176533,0.0,0.0
2018-10-09,97.08,85.66,1.1333177679196824,1.1101522247107327,1.102069225456907,0.025401031922629377,0.31821538898286217,0,0.9632542446176533,0.0,0.0
2018-10-10,95.76,85.2,1.123943661971831,1.1160971743901986,1.1017795759078288,0.02504239116090667,0.5717344797616931,0,0.9632542446176533,0.0,0.0
2018-10-11,93.92,82.8,1.1342995169082126,1.1208684403366689,1.1015845895435683,0.024735925463589558,0.7795888139089742,0,0.9632542446176533,0.0,0.0
2018-10-12,94.81,84.61,1.120553126108025,1.1241792548625806,1.1016267762787277,0.024766573701501354,0.910601476638077,0,0.9632542446176533,0.0,0.0
2018-10-15,93.82,84.6,1.108983451536643,1.1242195048888788,1.101235519675395,0.024454706087068047,0.9398593927750414,0,0.9632542446176533,0.0,0.0
2018-10-16,95.81,85.81,1.1165365342034728,1.1208632581456368,1.1012842890820265,0.024482704985505685,0.7997061221462879,0,0.9632542446176533,0.0,0.0
2018-10-17,96.56,84.42,1.1438047855958304,1.1248354828704366,1.1018749199172257,0.025076718156911405,0.9156127532135873,0,0.9632542446176533,0.0,0.0
2018-10-18,96.17,83.36,1.1536708253358925,1.1287097445559728,1.1027879776574887,0.02594829789685923,0.9989775437880143,0,0.9632542446176533,0.0,0.0
2018-10-19,97.15,82.02,1.18446720312119,1.1414925599586057,1.1041156241307457,0.028009438680871357,1.3344407309878004,-2,0.9632542446176533,0.0,0.0
2018-10-22,97.14,83.23,1.1671272377748407,1.1531213172062453,1.1052371153664249,0.029158796523122442,1.6421871801824561,1,0.9631342446176533,-0.0030883261272390363,0.003604469542232368
2018-10-23,97.8,82.67,1.1830168138381516,1.166417373133181,1.1067132873181131,0.03079907232039619,1.9385027313153795,1,0.9590774464300253,-0.0030883261272390363,0.003604469542232368
2018-10-24,97.56,82.27,1.1858514646894374,1.1748267089519024,1.1080445747439815,0.03244874806686004,2.058080455687152,2,0.9582572895224271,0.0,0.0
2018-10-25,99.18,83.83,1.1831086723130146,1.1807142783473268,1.1091352290988712,0.03384735512048907,2.11476048848278,2,0.9582572895224271,0.0,0.0
2018-10-26,98.94,81.94,1.2074688796680497,1.1853146136566988,1.1109420614255163,0.0361177594047528,2.0591684937520136,2,0.9582572895224271,0.0,0.0
2018-10-29,99.8,84.1,1.1866825208085612,1.189225670263443,1.1123857469830891,0.03738445125910469,2.055397917914873,2,0.9582572895224271,0.0,0.0
2018-10-30,102.42,85.77,1.1941238195173138,1.1914470713992753,1.1139751038655807,0.03879589973535425,1.9969112216025051,1,0.958137289522427,-0.0029291154071470413,0.003497726477789437
2018-10-31,100.28,83.63,1.1990912352026786,1.1940950255019236,1.1157672697181802,0.040201158033871094,1.9483955093469973,1,0.9569204618312523,-0.0029291154071470413,0.003497726477789437
2018-11-01,100.58,84.23,1.1941113617475958,1.1962955633888397,1.117452918278763,0.041333607930439664,1.9074706771971388,1,0.958140363095782,-0.0029291154071470413,0.003497726477789437
2018-11-02,101.34,84.41,1.2005686530031987,1.1949155180558697,1.1195066950299781,0.042355602160899834,1.7803742404470997,1,0.9565438261523523,-0.0029291154071470413,0.003497726477789437
2018-11-05,102.91,85.35,1.2057410661980081,1.1987272271337592,1.1214304534600827,0.043609985380773965,1.7724558492457965,1,0.9552329778522536,-0.0029291154071470413,0.003497726477789437
2018-11-06,103.33,85.59,1.20726720411263,1.2013559040528223,1.123345382936377,0.04481818687587952,1.7405996662133905,1,0.9548422037359213,-0.0029291154071470413,0.003497726477789437
2018-11-07,104.32,86.76,1.202397418165053,1.2020171406452973,1.1250717614507066,0.045840580400537186,1.6785428657811883,1,0.9560347194618594,-0.0029291154071470413,0.003497726477789437
2018-11-08,104.88,87.6,1.1972602739726028,1.2026469230902985,1.126390993802268,0.04676635245252627,1.6305725225297365,1,0.9573325050752001,-0.0029291154071470413,0.003497726477789437
2018-11-09,105.56,86.94,1.214170692431562,1.2053673309759714,1.126595491736523,0.04712756662130866,1.6714599307113756,1,0.953032207122999,-0.0029291154071470413,0.003497726477789437
2018-11-12,103.87,85.47,1.2152802152802153,1.2072751607924126,1.1272110322545204,0.04804718577802696,1.6663645797649889,1,0.952840754238727,-0.0029291154071470413,0.003497726477789437
2018-11-13,102.94,84.32,1.2208254269449716,1.2099868053588811,1.1283550502120046,0.04944862996235899,1.650839572481904,1,0.9515424461179159,-0.0029291154071470413,0.003497726477789437
2018-11-14,101.53,83.13,1.2213400697702395,1.2137753356799181,1.1294801027739052,0.05078799355703667,1.659747255251312,1,0.9515102043334238,-0.0029291154071470413,0.003497726477789437
2018-11-15,99.54,80.76,1.2325408618127787,1.2208314532479534,1.1314688083949178,0.05244942377541437,1.703786970771722,1,0.9490495322412854,-0.0029291154071470413,0.003497726477789437
