date,MSFT,AAPL,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2010-02-24,28.63,7.17,3.99302649930265,4.0042878922552925,,,,0,0.0,0.0,0.0
2010-02-25,28.6,7.21,3.9667128987517337,3.9984580582125355,,,,0,0.0,0.0,0.0
2010-02-26,28.67,7.31,3.92202462380301,3.983696316306471,,,,0,0.0,0.0,0.0
2010-03-01,29.02,7.46,3.8900804289544237,3.9591984356169085,,,,0,0.0,0.0,0.0
2010-03-02,28.46,7.46,3.8150134048257374,3.9173715711275108,,,,0,0.0,0.0,0.0
2010-03-03,28.46,7.48,3.804812834224599,3.879728838111901,,,,0,0.0,0.0,0.0
2010-03-04,28.63,7.53,3.8021248339973437,3.846811225161023,,,,0,0.0,0.0,0.0
2010-03-05,28.59,7.82,3.656010230179028,3.7936083464362262,,,,0,0.0,0.0,0.0
2010-03-08,28.63,7.82,3.6611253196930944,3.7478173245839606,,,,0,0.0,0.0,0.0
2010-03-09,28.8,7.97,3.613550815558344,3.7075248067304813,,,,0,0.0,0.0,0.0
2010-03-10,28.97,8.03,3.6077210460772107,3.6681064491010043,,,,0,0.0,0.0,0.0
2010-03-11,29.18,8.05,3.624844720496894,3.6326504264009145,,,,0,0.0,0.0,0.0
2010-03-12,29.27,8.09,3.6180469715698393,3.625057774679077,,,,0,0.0,0.0,0.0
2010-03-15,29.29,7.99,3.6658322903629537,3.625999168813048,,,,0,0.0,0.0,0.0
2010-03-16,29.37,8.02,3.6620947630922696,3.6357079583198333,,,,0,0.0,0.0,0.0
2010-03-17,29.63,8.0,3.70375,3.6549137491043915,,,,0,0.0,0.0,0.0
2010-03-18,29.61,8.02,3.6920199501246884,3.6683487950299503,,,,0,0.0,0.0,0.0
2010-03-19,29.59,7.94,3.7267002518891688,3.6900794510938164,,,,0,0.0,0.0,0.0
2010-03-22,29.6,8.03,3.686176836861769,3.694148360393579,,,,0,0.0,0.0,0.0
2010-03-23,29.88,8.16,3.661764705882353,3.6940823489515955,,,,0,0.0,0.0,0.0
2010-03-24,29.65,8.19,3.6202686202686203,3.6773860730053203,,,,0,0.0,0.0,0.0
2010-03-25,30.01,8.09,3.7095179233621756,3.6808856676528174,,,,0,0.0,0.0,0.0
2010-03-26,29.66,8.25,3.595151515151515,3.6545759203052866,,,,0,0.0,0.0,0.0
2010-03-29,29.59,8.3,3.565060240963855,3.6303526011257032,,,,0,0.0,0.0,0.0
2010-03-30,29.77,8.42,3.53562945368171,3.6051255506855755,3.9006445951795388,0.18478780576161888,-1.5992345559597725,-1,0.99988,0.010077258985555929,-0.035629453681710214
2010-03-31,29.29,8.39,3.4910607866507744,3.579283983962006,3.891311489616738,0.1910966133047967,-1.6328259316508764,-1,0.9961117992973845,0.010077258985555929,-0.035629453681710214
2010-04-01,29.16,8.43,3.4590747330960854,3.529195345908788,3.881599810886355,0.19800219256544224,-1.7798008214534942,-1,0.9933765774819938,0.010077258985555929,-0.035629453681710214
2010-04-05,29.27,8.52,3.4354460093896715,3.4972542447564194,3.870751888023814,0.20432480269641032,-1.8279603765106498,-1,0.991278425139051,0.010077258985555929,-0.035629453681710214
2010-04-06,29.32,8.56,3.425233644859813,3.4692889255356105,3.8603524133104847,0.21086271328278816,-1.8545881426196895,-1,0.9903571099410604,0.010077258985555929,-0.035629453681710214
2010-04-07,29.35,8.59,3.4167636786961584,3.4455157705385004,3.84979517211218,0.2169653642722835,-1.8633361270802828,-1,0.9895905441001758,0.010077258985555929,-0.035629453681710214
2010-04-08,29.92,8.57,3.4912485414235706,3.4455533214930596,3.840715981135906,0.22041185386994902,-1.7928376024458597,-1,0.9960471707955768,0.010077258985555929,-0.035629453681710214
2010-04-09,30.34,8.64,3.511574074074074,3.4560531896886575,3.8316995382554695,0.2226527353242702,-1.6871400570027704,-1,0.9977855578117906,0.010077258985555929,-0.035629453681710214
2010-04-12,30.32,8.65,3.5052023121387283,3.4700044502384686,3.8228545058691292,0.22493264485669046,-1.5686920671540103,-1,0.9972277180952623,0.010077258985555929,-0.035629453681710214
2010-04-13,30.45,8.66,3.516166281755196,3.4881909776175455,3.8124733200124648,0.22446572614925184,-1.4446853332935885,-2,0.9981814672265675,0.010077258985555929,-0.035629453681710214
2010-04-14,30.82,8.77,3.514253135689852,3.5076888690162837,3.8010668813442567,0.2218837477745927,-1.322214967389184,-2,0.9979908131462352,0.010077258985555929,-0.035629453681710214
2010-04-15,30.87,8.89,3.47244094488189,3.5039273497079484,3.791449577647844,0.22343422210516864,-1.2868316466067635,-2,0.9942191416537077,0.010077258985555929,-0.035629453681710214
2010-04-16,30.67,8.84,3.4694570135746607,3.4955039376080657,3.781835589602483,0.22468942332152947,-1.2743441491888918,-2,0.9939851625406821,0.010077258985555929,-0.035629453681710214
2010-04-19,31.04,8.82,3.519274376417233,3.4983183504637667,3.7731729799496794,0.22462478568234423,-1.2236166576675183,-2,0.9984263374389719,0.010077258985555929,-0.035629453681710214
2010-04-20,31.36,8.74,3.588100686498856,3.512705231412498,3.7646082746774456,0.221652340324112,-1.1364781571744356,-2,1.0045014166088866,0.010077258985555929,-0.035629453681710214
2010-04-21,31.33,9.26,3.3833693304535637,3.486528470365241,3.753595464667764,0.22393193665727143,-1.1926257517759522,-2,0.9856717829248306,0.010077258985555929,-0.035629453681710214
2010-04-22,31.39,9.52,3.2972689075630255,3.4514940629014683,3.741747410228597,0.22898439913949167,-1.2675682204459418,-2,0.9770127605067194,0.010077258985555929,-0.035629453681710214
2010-04-23,30.96,9.67,3.2016546018614274,3.3979335805588207,3.728464115407869,0.23681183320687546,-1.3957517678616227,-2,0.9673351210906739,0.010077258985555929,-0.035629453681710214
2010-04-26,31.11,9.63,3.230529595015576,3.34018462427849,3.7140478483585033,0.2403902340550214,-1.5552346606328527,-1,0.9702718880857757,0.010077258985555929,-0.035629453681710214
2010-04-27,30.85,9.36,3.295940170940171,3.281752521166753,3.7005156558722287,0.2406977845959012,-1.7397880724516106,-1,0.9772717532435929,0.010077258985555929,-0.035629453681710214
2010-04-28,30.91,9.34,3.309421841541756,3.266963023384391,3.6875431901617137,0.24044737634844932,-1.749156814120651,-1,0.9785889778563605,0.010077258985555929,-0.035629453681710214
2010-04-29,31.0,9.59,3.232533889468196,3.2540160197654253,3.673656850224279,0.2422889354683576,-1.731985117882767,-1,0.970588567744633,0.010077258985555929,-0.035629453681710214
2010-04-30,30.54,9.32,3.276824034334764,3.2690499062600926,3.661252793867686,0.24325066630001657,-1.6123404452420471,-1,0.9755729811053391,0.010077258985555929,-0.035629453681710214
2010-05-03,30.86,9.51,3.245005257623554,3.2719450387816886,3.647697730863064,0.2434103140854939,-1.5437007815100152,-1,0.9720281077811921,0.010077258985555929,-0.035629453681710214
2010-05-04,30.13,9.24,3.2608225108225106,3.2649215067581556,3.635139328584031,0.24361191506165414,-1.519703261362153,-1,0.974291661215798,0.010077258985555929,-0.035629453681710214
2010-05-05,29.85,9.14,3.2658643326039387,3.2562100049705927,3.6229037341274304,0.24341208941913642,-1.506472953056247,-1,0.9750329740680134,0.010077258985555929,-0.035629453681710214
2010-05-06,28.98,8.79,3.2969283276450514,3.2690888926059634,3.611257199597691,0.2419849576834753,-1.4140065162203,-2,0.9787360675391784,0.010077258985555929,-0.035629453681710214
2010-05-07,28.21,8.42,3.3503562945368173,3.283795344646374,3.6001667724645534,0.23835224045700923,-1.3273272666184235,-2,0.9841594759825331,0.010077258985555929,-0.035629453681710214
2010-05-10,28.94,9.07,3.190738699007718,3.272942032923207,3.5873363611099873,0.23934104829006028,-1.3135829830817913,-2,0.9683567301488772,0.010077258985555929,-0.035629453681710214
2010-05-11,28.88,9.16,3.1528384279475983,3.251345216348225,3.574869701762,0.2421984140391564,-1.3357828402686025,-2,0.9645454437783899,0.010077258985555929,-0.035629453681710214
