date,JNJ,ABT,ratio,ins_ratio,long_mean,long_std,z_score,action,capital,holding1,holding2
2019-10-23,129.9,81.27,1.598375784422296,1.5931732013560742,1.565825652492513,0.044985150213409965,0.6079239200897242,0,0.9799213134576894,0.0,0.0
2019-10-24,127.5,81.36,1.567109144542773,1.576005081247877,1.5670264191380692,0.04401539892540737,0.20398911128861705,0,0.9799213134576894,0.0,0.0
2019-10-25,128.35,81.65,1.5719534598897733,1.5819044095345647,1.567999110012316,0.04345584880677131,0.3199868350076247,0,0.9799213134576894,0.0,0.0
2019-10-28,129.18,82.66,1.5627873215581902,1.5808795100984994,1.5685911258470329,0.04313227874623721,0.2848999544810398,0,0.9799213134576894,0.0,0.0
2019-10-29,129.12,83.45,1.5472738166566806,1.5694999054139427,1.5682927633717183,0.043218137107429805,0.02793137610776056,0,0.9799213134576894,0.0,0.0
2019-10-30,132.84,84.01,1.5812403285323176,1.5660728142359468,1.5689632901765052,0.04309958495801895,-0.06706505279282429,0,0.9799213134576894,0.0,0.0
2019-10-31,132.04,83.61,1.5792369333811744,1.5684983720036274,1.5696318174743868,0.04293971045106375,-0.02639620665470424,0,0.9799213134576894,0.0,0.0
2019-11-01,131.2,82.66,1.5872247761916283,1.5715526352639981,1.5704349481918085,0.042808218242365435,0.026109170577052775,0,0.9799213134576894,0.0,0.0
2019-11-04,130.23,82.22,1.5839211870591097,1.575779408364182,1.5714276468031874,0.042410394655788296,0.10261073013619701,0,0.9799213134576894,0.0,0.0
2019-11-05,130.42,82.34,1.5839203303376244,1.5831087111003708,1.5718538014544168,0.042405233575408076,0.26541322136428497,0,0.9799213134576894,0.0,0.0
2019-11-06,130.96,83.12,1.575553416746872,1.581971328743282,1.5725212807157694,0.042137732531919596,0.22426569869069538,0,0.9799213134576894,0.0,0.0
2019-11-07,131.43,83.39,1.5760882599832116,1.5813415940636892,1.5729257062067927,0.04205206648326403,0.20013018528461332,0,0.9799213134576894,0.0,0.0
2019-11-08,133.0,83.74,1.588249343205159,1.5815465074663952,1.573477221151722,0.04203208815487523,0.19197919182459752,0,0.9799213134576894,0.0,0.0
2019-11-11,131.98,83.76,1.5756924546322826,1.57990076098103,1.573915061503952,0.04191392362012573,0.14280933303518742,0,0.9799213134576894,0.0,0.0
2019-11-12,131.35,84.34,1.557386767844439,1.574594048482393,1.574109858889173,0.04180758992734074,0.011581380176696047,0,0.9799213134576894,0.0,0.0
2019-11-13,131.27,84.22,1.5586559012111139,1.571214545375241,1.57434027642099,0.041681394220883565,-0.07499103866786656,0,0.9799213134576894,0.0,0.0
2019-11-14,130.96,84.12,1.5568235853542558,1.5673616104494499,1.574466762953494,0.04161537932814452,-0.170733815689119,0,0.9799213134576894,0.0,0.0
2019-11-15,134.94,85.71,1.5743787189359468,1.5645874855956077,1.5747749950495444,0.04154384364234909,-0.2452230838735342,0,0.9799213134576894,0.0,0.0
2019-11-18,134.83,84.26,1.6001661523854736,1.569482225146246,1.5754608677182742,0.04161885895223824,-0.1436522461821785,0,0.9799213134576894,0.0,0.0
2019-11-19,134.82,84.29,1.5994779926444416,1.5779004701062462,1.576493232722406,0.04142999463360677,0.03396663205692983,0,0.9799213134576894,0.0,0.0
2019-11-20,135.94,83.89,1.6204553582071761,1.5902603615054587,1.5776709754428742,0.04166180352123251,0.3021805346513258,0,0.9799213134576894,0.0,0.0
2019-11-21,136.44,83.68,1.630497131931166,1.604995070820841,1.5793808757933931,0.04168993363064177,0.6143975966567992,0,0.9799213134576894,0.0,0.0
2019-11-22,138.07,83.74,1.648793885837115,1.6198781042010744,1.581662314407852,0.04168042350341286,0.9168762354368375,0,0.9799213134576894,0.0,0.0
2019-11-25,137.18,84.49,1.6236240975263347,1.6245696932292468,1.583648485684799,0.04076828937509632,1.003750909633332,-2,0.9799213134576894,0.0,0.0
2019-11-26,137.17,85.42,1.6058300163896042,1.6258400979782792,1.5848869009393216,0.04028380345786898,1.0166169408950851,-2,0.9799213134576894,0.0,0.0
2019-11-27,137.75,85.42,1.612619995317256,1.624273025400295,1.586263228020304,0.039785788810434576,0.9553611607675934,0,0.9799213134576894,0.0,0.0
2019-11-29,137.49,85.45,1.609011117612639,1.6199758225365897,1.5881324664764402,0.038113556083368534,0.8354863553140032,0,0.9799213134576894,0.0,0.0
2019-12-02,137.36,84.51,1.6253697787244115,1.615291001114049,1.5903866148883121,0.03616848997194091,0.6885658274663254,0,0.9799213134576894,0.0,0.0
